supplier,region,weather,shipment_mode,product_category,distance_km,supplier_reliability,lead_time_days,order_volume,inventory_level,route_risk,traffic_index,disrupted
Supplier_A,East,Rain,Road,Automotive,576.0,0.86,1.0,458.0,690.0,0.48,0.357,0
Supplier_A,West,Rain,Rail,Electronics,290.0,0.703,5.1,443.0,617.0,0.346,0.841,0
Supplier_E,East,Storm,Road,Food,841.0,0.829,8.4,462.0,439.0,0.01,0.736,1
Supplier_C,South,Storm,Road,Textile,444.0,0.926,3.5,529.0,614.0,0.554,0.22,1
Supplier_C,Central,Storm,Air,Automotive,998.0,0.767,5.3,596.0,992.0,0.471,0.462,1
Supplier_C,North,Rain,Road,Automotive,50.0,1.0,7.8,139.0,172.0,0.428,0.334,0
Supplier_D,South,Rain,Air,Pharma,585.0,0.702,10.6,656.0,607.0,0.154,0.245,0
Supplier_A,Central,Clear,Air,Textile,922.0,0.93,2.1,644.0,903.0,0.742,0.488,0
Supplier_A,West,Clear,Road,Electronics,319.0,0.894,1.9,408.0,242.0,0.38,0.68,0
Supplier_B,North,Rain,Air,Automotive,509.0,0.675,3.2,399.0,720.0,0.122,0.482,0
Supplier_C,West,Clear,Road,Food,445.0,0.716,1.4,20.0,750.0,0.09,0.386,0
Supplier_D,Central,Clear,Road,Electronics,372.0,,1.6,196.0,175.0,0.485,0.015,0
Supplier_C,North,Clear,Road,Textile,614.0,0.802,3.1,513.0,657.0,0.491,0.354,0
Supplier_C,East,Clear,Sea,Automotive,213.0,0.831,9.7,636.0,440.0,0.257,0.621,0
Supplier_E,East,Rain,Rail,Pharma,521.0,0.535,5.1,551.0,487.0,0.443,0.205,0
Supplier_A,North,Rain,Rail,Electronics,684.0,0.878,6.1,406.0,429.0,0.484,0.782,0
Supplier_C,South,Clear,Sea,Automotive,494.0,0.823,3.1,767.0,789.0,0.378,0.372,0
Supplier_C,North,Clear,Road,Food,290.0,0.77,7.9,601.0,475.0,0.21,0.543,0
Supplier_C,North,Clear,Sea,Electronics,818.0,0.834,11.6,349.0,398.0,0.542,0.412,0
Supplier_E,East,Clear,Air,Textile,740.0,0.719,3.3,813.0,402.0,0.518,0.241,0
Supplier_B,East,Storm,Sea,Automotive,279.0,0.691,11.2,223.0,425.0,0.464,0.597,1
Supplier_E,South,Rain,Sea,Food,214.0,0.744,7.1,155.0,263.0,0.183,0.368,0
Supplier_B,South,Rain,Sea,Pharma,302.0,0.71,6.1,344.0,396.0,0.084,0.317,0
Supplier_C,North,Rain,Road,Pharma,692.0,1.0,7.2,283.0,526.0,0.365,0.01,0
Supplier_C,West,Heatwave,Air,Food,622.0,0.917,7.2,354.0,589.0,0.536,0.787,0
Supplier_E,South,Storm,Sea,Electronics,755.0,0.635,11.6,564.0,765.0,0.558,,1
Supplier_C,Central,Rain,Rail,Pharma,465.0,1.0,7.6,414.0,553.0,0.467,0.743,0
Supplier_B,East,Clear,Road,Pharma,310.0,0.715,7.6,419.0,396.0,0.26,0.636,0
Supplier_A,Central,Clear,Sea,Electronics,789.0,0.784,4.7,431.0,278.0,0.189,0.743,0
Supplier_B,West,Heatwave,Road,Electronics,406.0,0.915,8.5,20.0,565.0,0.347,0.376,0
Supplier_E,South,Clear,Rail,Pharma,599.0,0.485,3.1,147.0,474.0,0.349,0.198,0
Supplier_A,West,Clear,Rail,Pharma,147.0,0.744,6.3,351.0,481.0,0.571,0.668,0
Supplier_E,South,Heatwave,Road,Pharma,402.0,0.694,14.6,268.0,558.0,0.254,0.529,0
Supplier_C,North,Storm,Air,Automotive,812.0,0.811,1.0,378.0,614.0,0.271,0.397,0
Supplier_A,South,Clear,Road,Food,364.0,0.836,6.7,673.0,559.0,0.761,0.663,1
Supplier_B,South,Clear,Air,Electronics,762.0,0.768,6.8,407.0,462.0,0.66,0.568,0
Supplier_C,North,Clear,Sea,Textile,50.0,0.761,5.3,182.0,324.0,0.173,0.641,0
Supplier_B,North,Rain,Road,Automotive,405.0,0.94,5.4,277.0,365.0,0.644,0.275,0
Supplier_A,Central,Clear,Air,Food,505.0,,6.3,728.0,687.0,0.126,0.715,0
Supplier_D,East,Heatwave,Road,Electronics,1003.0,0.786,5.2,696.0,407.0,0.263,0.499,1
Supplier_D,East,Heatwave,Sea,Textile,246.0,0.802,6.7,527.0,204.0,0.286,0.739,1
Supplier_A,Central,Rain,Sea,Automotive,724.0,1.0,4.5,139.0,755.0,0.334,0.713,0
Supplier_B,South,Rain,Road,Food,825.0,0.806,12.1,475.0,293.0,0.474,0.651,1
Supplier_B,East,Clear,Air,Electronics,362.0,0.703,5.2,489.0,508.0,0.371,0.476,0
Supplier_D,Central,Clear,Rail,Electronics,453.0,0.494,7.7,425.0,608.0,0.473,0.656,0
Supplier_D,West,Storm,Rail,Pharma,587.0,0.565,4.0,317.0,501.0,0.27,0.744,1
Supplier_D,South,Clear,Air,Pharma,165.0,,8.8,355.0,20.0,0.425,0.633,0
Supplier_E,South,Clear,Rail,Pharma,432.0,0.764,8.2,305.0,586.0,0.366,0.545,0
Supplier_D,North,Clear,Rail,Food,882.0,0.697,7.3,214.0,792.0,0.072,0.657,0
Supplier_B,North,Clear,Road,Electronics,686.0,0.833,2.9,666.0,673.0,0.447,0.384,0
Supplier_A,North,Clear,Road,Pharma,509.0,0.695,3.7,579.0,33.0,0.369,0.833,1
Supplier_D,West,Storm,Sea,Textile,579.0,0.643,11.1,369.0,968.0,0.207,0.13,1
Supplier_E,West,Storm,Road,Textile,701.0,0.872,3.7,483.0,208.0,0.265,0.508,1
Supplier_E,East,Rain,Rail,Electronics,751.0,0.985,7.9,490.0,263.0,0.27,0.411,0
Supplier_B,West,Flood,Road,Automotive,405.0,0.614,3.2,842.0,672.0,0.301,0.359,1
Supplier_B,North,Clear,Sea,Textile,949.0,0.817,9.0,577.0,600.0,0.702,0.567,0
Supplier_A,South,Flood,Rail,Food,892.0,0.494,3.9,570.0,518.0,0.768,0.252,1
Supplier_A,South,Rain,Road,Pharma,726.0,,3.1,427.0,375.0,0.01,0.973,1
Supplier_C,Central,Clear,Road,Food,331.0,0.692,3.9,342.0,793.0,0.448,0.203,0
Supplier_C,West,Heatwave,Road,Pharma,285.0,0.95,4.3,669.0,491.0,0.541,0.291,0
Supplier_B,Central,Clear,Sea,Pharma,465.0,0.663,7.2,537.0,156.0,0.307,0.27,0
Supplier_B,South,Clear,Rail,Textile,566.0,0.658,6.2,271.0,771.0,0.536,0.544,0
Supplier_E,Central,Clear,Rail,Automotive,90.0,0.785,2.7,502.0,548.0,0.681,0.723,0
Supplier_C,North,Clear,Air,Food,679.0,0.786,5.9,571.0,745.0,0.076,0.616,0
Supplier_E,South,Clear,Road,Electronics,885.0,0.662,2.6,43.0,626.0,0.377,0.824,0
Supplier_E,East,Rain,Road,Textile,700.0,1.0,7.9,254.0,1026.0,0.741,0.318,0
Supplier_B,North,Flood,Road,Electronics,374.0,0.74,8.5,485.0,432.0,0.102,0.645,1
Supplier_B,Central,Clear,Road,Automotive,343.0,0.797,5.9,74.0,504.0,0.327,0.433,0
Supplier_E,Central,Rain,Air,Pharma,628.0,0.72,6.8,102.0,658.0,0.26,0.55,0
Supplier_D,East,Clear,Sea,Pharma,510.0,0.846,11.3,371.0,433.0,0.56,0.744,0
Supplier_B,South,Flood,Sea,Electronics,665.0,0.965,5.5,508.0,677.0,0.588,0.128,1
Supplier_D,North,Clear,Sea,Pharma,706.0,1.0,3.2,517.0,20.0,0.382,0.938,0
Supplier_C,West,Clear,Rail,Automotive,834.0,0.666,7.7,705.0,484.0,0.356,0.468,0
Supplier_E,East,Rain,Road,Food,256.0,0.945,2.6,435.0,477.0,0.01,0.147,0
Supplier_B,West,Rain,Rail,Electronics,608.0,0.862,5.4,353.0,469.0,0.635,0.348,0
Supplier_E,West,Storm,Sea,Pharma,455.0,0.926,4.2,185.0,307.0,0.279,0.523,1
Supplier_E,North,Rain,Air,Electronics,524.0,0.766,3.9,351.0,699.0,0.322,0.348,0
Supplier_A,North,Storm,Rail,Food,775.0,0.752,5.2,547.0,389.0,0.544,0.049,1
Supplier_A,West,Clear,Air,Textile,803.0,0.92,8.7,555.0,544.0,0.39,0.521,0
Supplier_C,North,Clear,Air,Textile,914.0,0.923,9.3,468.0,492.0,0.551,0.341,0
Supplier_A,Central,Clear,Sea,Textile,661.0,1.0,8.8,518.0,610.0,0.471,0.643,0
Supplier_B,North,Clear,Air,Electronics,521.0,0.81,7.0,650.0,815.0,0.391,0.265,0
Supplier_C,West,Clear,Road,Food,484.0,0.764,5.2,434.0,543.0,0.412,0.998,0
Supplier_E,Central,Rain,Road,Electronics,99.0,0.411,1.0,666.0,685.0,0.125,0.613,1
Supplier_E,East,Clear,Rail,Food,898.0,0.538,7.1,289.0,532.0,0.32,0.543,0
Supplier_A,North,Rain,Road,Food,466.0,0.721,1.0,407.0,389.0,0.567,0.637,0
Supplier_E,Central,Rain,Sea,Automotive,682.0,0.615,1.0,333.0,469.0,0.17,0.099,0
Supplier_A,North,Rain,Rail,Pharma,727.0,0.902,5.5,563.0,438.0,0.207,0.391,0
Supplier_D,East,Rain,Rail,Electronics,226.0,0.583,6.8,237.0,625.0,0.174,0.892,0
Supplier_E,Central,Clear,Road,Food,310.0,0.705,4.6,362.0,523.0,0.381,0.43,0
Supplier_E,West,Clear,Rail,Food,952.0,0.711,10.6,85.0,325.0,0.631,0.486,1
Supplier_B,North,Rain,Rail,Automotive,626.0,0.961,7.4,527.0,451.0,0.459,0.397,0
Supplier_E,Central,Rain,Road,Electronics,399.0,0.689,5.3,644.0,164.0,0.01,0.822,0
Supplier_A,North,Clear,Sea,Automotive,517.0,0.848,10.2,584.0,459.0,0.48,0.446,0
Supplier_C,West,Clear,Road,Food,832.0,0.809,10.7,566.0,500.0,0.262,0.225,0
Supplier_C,West,Rain,Road,Automotive,793.0,0.915,7.5,571.0,898.0,0.452,1.0,1
Supplier_B,South,Rain,Road,Textile,169.0,0.908,3.7,546.0,797.0,0.32,0.197,0
Supplier_A,East,Clear,Rail,Pharma,975.0,0.775,4.3,531.0,273.0,0.178,0.479,0
Supplier_D,North,Clear,Air,Automotive,801.0,0.526,,542.0,544.0,0.336,0.315,0
Supplier_B,Central,Flood,Sea,Electronics,510.0,0.745,5.9,302.0,548.0,0.262,0.346,1
Supplier_D,South,Clear,Road,Textile,240.0,0.777,2.8,384.0,449.0,0.412,0.267,0
Supplier_C,South,Flood,Sea,Food,824.0,0.823,5.0,433.0,463.0,0.173,0.381,1
Supplier_B,East,Clear,Air,Automotive,674.0,0.669,6.8,360.0,422.0,0.125,0.716,0
Supplier_E,West,Rain,Road,Automotive,171.0,0.951,1.0,138.0,912.0,0.496,0.082,0
Supplier_A,East,Clear,Road,Automotive,490.0,0.782,2.2,198.0,408.0,0.572,0.777,0
Supplier_D,East,Clear,Road,Pharma,1363.0,0.642,4.5,461.0,575.0,0.466,0.739,0
Supplier_D,East,Heatwave,Sea,Automotive,554.0,0.711,5.8,583.0,20.0,0.22,,0
Supplier_B,Central,Clear,Road,Food,357.0,1.0,4.5,422.0,681.0,0.202,0.528,0
Supplier_B,South,Heatwave,Rail,Automotive,288.0,0.88,5.2,918.0,761.0,0.214,0.561,0
Supplier_A,Central,Clear,Air,Automotive,1011.0,0.937,3.9,254.0,269.0,0.528,0.813,0
Supplier_E,West,Flood,Sea,Food,770.0,0.624,1.7,500.0,387.0,0.185,0.116,1
Supplier_E,Central,Heatwave,Air,Electronics,916.0,0.677,4.4,652.0,599.0,0.527,0.66,1
Supplier_B,Central,Rain,Air,Pharma,615.0,0.678,5.4,612.0,504.0,0.477,0.336,0
Supplier_A,West,Clear,Road,Textile,876.0,0.808,5.1,538.0,603.0,0.598,0.682,0
Supplier_A,South,Rain,Sea,Food,329.0,0.754,6.3,613.0,437.0,0.563,0.365,1
Supplier_A,West,Rain,Road,Automotive,592.0,0.707,7.3,430.0,910.0,0.459,0.656,1
Supplier_E,West,Heatwave,Road,Pharma,625.0,0.725,8.0,719.0,353.0,0.056,0.159,0
Supplier_E,South,Clear,Sea,Automotive,909.0,0.661,4.1,651.0,1092.0,0.472,0.128,0
Supplier_A,West,Clear,Road,Food,633.0,0.753,1.3,267.0,773.0,0.373,0.475,0
Supplier_D,South,Clear,Road,Pharma,387.0,0.947,9.8,478.0,683.0,0.275,0.816,0
Supplier_A,East,Rain,Rail,Electronics,567.0,0.553,7.2,141.0,271.0,0.622,0.618,1
Supplier_B,West,Heatwave,Road,Pharma,114.0,0.832,3.1,694.0,700.0,0.32,0.616,1
Supplier_C,North,Clear,Road,Food,50.0,0.987,6.8,460.0,633.0,0.244,0.689,0
Supplier_D,South,Storm,Rail,Pharma,766.0,0.753,9.2,663.0,34.0,0.575,0.413,1
Supplier_E,West,Heatwave,Air,Pharma,453.0,0.701,11.2,400.0,191.0,0.269,0.634,1
Supplier_A,East,Clear,Air,Pharma,482.0,0.919,6.8,86.0,579.0,0.234,0.372,0
Supplier_A,Central,Clear,Road,Pharma,766.0,0.632,9.2,895.0,471.0,0.125,0.431,1
Supplier_B,North,Rain,Rail,Automotive,913.0,0.777,2.4,444.0,386.0,0.186,0.458,0
Supplier_B,West,Rain,Sea,Food,689.0,0.624,5.9,240.0,737.0,0.203,0.38,0
Supplier_E,Central,Clear,Road,Food,1051.0,0.499,5.0,626.0,306.0,0.474,0.485,0
Supplier_D,Central,Flood,Road,Electronics,681.0,0.757,7.0,786.0,400.0,0.146,0.444,1
Supplier_B,North,Rain,Road,Food,629.0,0.59,10.8,384.0,358.0,0.01,0.344,0
Supplier_E,Central,Heatwave,Rail,Textile,613.0,0.778,6.7,402.0,612.0,0.411,0.469,0
Supplier_C,South,Flood,Road,Automotive,216.0,0.947,3.2,463.0,122.0,0.223,0.534,1
Supplier_C,South,Storm,Air,Food,799.0,1.0,2.2,220.0,391.0,0.347,0.258,0
Supplier_C,South,Rain,Sea,Pharma,50.0,0.794,10.9,296.0,121.0,0.606,0.592,1
Supplier_A,West,Clear,Road,Pharma,398.0,0.933,7.5,741.0,431.0,0.364,0.391,0
Supplier_E,West,Rain,Rail,Electronics,556.0,0.84,7.3,396.0,659.0,0.652,0.544,0
Supplier_A,East,Clear,Road,Electronics,345.0,0.723,5.0,269.0,663.0,0.336,0.354,0
Supplier_A,North,Rain,Road,Automotive,433.0,0.491,6.8,339.0,340.0,0.551,0.731,1
Supplier_B,Central,Clear,Air,Textile,1028.0,1.0,3.0,613.0,617.0,0.241,0.71,0
Supplier_B,South,Rain,Road,Textile,837.0,0.623,7.2,64.0,459.0,0.372,,0
Supplier_A,North,Clear,Sea,Automotive,372.0,0.987,2.5,466.0,799.0,0.163,0.615,0
Supplier_A,East,Clear,Rail,Textile,428.0,0.861,4.9,863.0,471.0,0.187,0.818,0
Supplier_D,East,Clear,Road,Food,218.0,0.634,4.1,786.0,20.0,0.305,0.291,0
Supplier_E,West,Rain,Road,Pharma,733.0,0.827,1.0,523.0,697.0,0.084,0.309,0
Supplier_A,Central,Storm,Road,Pharma,485.0,1.0,5.0,657.0,399.0,0.382,0.662,0
Supplier_B,North,Clear,Sea,Pharma,50.0,1.0,3.3,655.0,440.0,0.289,0.212,0
Supplier_C,South,Flood,Air,Automotive,576.0,0.703,5.4,397.0,574.0,0.397,0.329,1
Supplier_E,East,Flood,Road,Electronics,664.0,0.673,6.0,586.0,187.0,0.087,0.277,1
Supplier_D,West,Clear,Rail,Textile,800.0,0.795,11.3,742.0,516.0,0.49,0.664,0
Supplier_D,West,Rain,Air,Automotive,531.0,0.755,6.9,193.0,618.0,0.69,0.348,0
Supplier_C,South,Clear,Air,Pharma,453.0,0.96,7.0,524.0,580.0,0.647,0.437,0
Supplier_C,West,Clear,Road,Automotive,1066.0,0.891,7.5,485.0,368.0,0.731,0.335,0
Supplier_A,Central,Rain,Road,Electronics,552.0,0.526,8.6,439.0,718.0,0.358,0.753,0
Supplier_E,East,Clear,Road,Food,737.0,0.849,7.4,423.0,281.0,0.28,0.311,0
Supplier_E,Central,Flood,Road,Electronics,410.0,0.753,6.8,462.0,362.0,0.448,0.19,1
Supplier_A,West,Heatwave,Rail,Electronics,729.0,0.786,8.1,477.0,470.0,0.302,0.182,0
Supplier_D,South,Flood,Road,Electronics,172.0,0.817,1.0,621.0,565.0,0.01,0.653,1
Supplier_A,South,Rain,Road,Automotive,430.0,0.96,12.3,506.0,429.0,0.514,0.668,0
Supplier_D,West,Rain,Road,Automotive,236.0,0.927,10.8,388.0,770.0,0.303,0.775,0
Supplier_E,South,Heatwave,Road,Textile,393.0,0.668,6.7,269.0,565.0,0.057,0.223,0
Supplier_A,South,Clear,Sea,Textile,875.0,0.771,1.8,335.0,517.0,0.248,0.449,0
Supplier_C,South,Clear,Rail,Textile,391.0,0.713,9.6,467.0,557.0,0.308,1.0,0
Supplier_A,West,Rain,Road,Textile,737.0,0.528,3.9,293.0,661.0,0.352,0.433,1
Supplier_C,South,Clear,Rail,Electronics,944.0,0.764,7.6,590.0,553.0,0.355,0.376,0
Supplier_E,West,Clear,Road,Automotive,543.0,1.0,2.2,497.0,102.0,0.624,0.495,0
Supplier_A,Central,Clear,Sea,Automotive,808.0,0.523,12.7,626.0,740.0,0.092,0.617,0
Supplier_B,Central,Rain,Rail,Electronics,688.0,0.776,1.7,305.0,526.0,0.32,0.613,0
Supplier_E,Central,Clear,Rail,Electronics,580.0,0.772,6.2,270.0,651.0,0.174,0.365,0
Supplier_B,North,Clear,Sea,Textile,745.0,0.823,1.0,624.0,411.0,0.601,0.371,0
Supplier_A,East,Clear,Sea,Textile,1028.0,0.636,5.9,443.0,98.0,0.238,0.435,0
Supplier_C,South,Clear,Sea,Pharma,384.0,0.566,4.7,384.0,20.0,0.281,0.339,0
Supplier_C,Central,Flood,Road,Electronics,301.0,0.573,9.4,546.0,292.0,0.56,0.228,1
Supplier_D,West,Clear,Road,Pharma,285.0,0.98,4.7,539.0,614.0,0.615,0.898,0
Supplier_B,South,Rain,Air,Electronics,809.0,0.633,9.4,194.0,786.0,0.645,0.41,0
Supplier_E,East,Storm,Rail,Automotive,844.0,0.705,2.9,669.0,566.0,0.021,0.423,1
Supplier_C,West,Clear,Air,Pharma,410.0,1.0,5.2,346.0,269.0,0.447,0.43,0
Supplier_B,East,Flood,Air,Electronics,50.0,0.67,5.2,726.0,327.0,0.404,0.482,1
Supplier_E,East,Rain,Road,Textile,375.0,0.831,7.5,180.0,799.0,0.34,0.596,0
Supplier_E,North,Rain,Road,Textile,692.0,0.94,7.1,477.0,212.0,0.363,0.398,0
Supplier_C,East,Clear,Rail,Textile,533.0,0.932,8.2,387.0,962.0,0.607,0.751,0
Supplier_A,South,Clear,Road,Textile,597.0,0.58,6.8,64.0,913.0,0.558,0.632,0
Supplier_C,Central,Heatwave,Air,Electronics,414.0,0.673,8.0,538.0,970.0,0.529,0.458,0
Supplier_C,Central,Storm,Air,Automotive,814.0,0.825,3.3,74.0,584.0,0.391,0.353,0
Supplier_A,West,Heatwave,Rail,Automotive,639.0,1.0,7.2,367.0,425.0,0.804,0.739,1
Supplier_D,North,Heatwave,Air,Automotive,702.0,0.666,10.8,619.0,578.0,0.27,0.464,0
Supplier_E,Central,Clear,Rail,Pharma,591.0,0.706,1.0,325.0,700.0,0.027,,0
Supplier_A,South,Storm,Air,Pharma,686.0,0.843,7.5,257.0,357.0,0.297,0.725,1
Supplier_D,East,Clear,Road,Textile,669.0,0.873,8.0,564.0,258.0,0.362,0.34,0
Supplier_A,Central,Storm,Air,Electronics,309.0,0.882,10.4,375.0,438.0,0.611,0.691,0
Supplier_D,Central,Clear,Air,Automotive,647.0,0.653,8.2,347.0,330.0,0.248,0.01,0
Supplier_C,North,Clear,Road,Automotive,756.0,0.7,6.3,649.0,773.0,0.448,0.419,0
Supplier_A,South,Storm,Rail,Automotive,850.0,0.812,7.3,210.0,364.0,0.055,0.755,1
Supplier_E,West,Storm,Sea,Food,658.0,0.969,3.8,337.0,521.0,0.566,0.501,1
Supplier_A,East,Rain,Road,Automotive,299.0,0.744,4.8,576.0,716.0,0.364,0.632,0
Supplier_C,South,Clear,Air,Textile,339.0,0.777,2.0,198.0,782.0,0.294,0.302,0
Supplier_A,East,Clear,Sea,Automotive,437.0,0.626,10.5,740.0,546.0,0.776,0.576,1
Supplier_E,Central,Heatwave,Sea,Electronics,599.0,1.0,7.4,381.0,585.0,0.564,0.501,1
Supplier_D,South,Clear,Road,Pharma,518.0,0.803,3.3,577.0,276.0,0.142,0.554,0
Supplier_E,West,Clear,Rail,Pharma,258.0,0.942,6.8,577.0,725.0,0.328,0.949,0
Supplier_C,West,Rain,Sea,Pharma,256.0,0.784,9.5,393.0,778.0,0.897,0.787,1
Supplier_C,Central,Clear,Rail,Pharma,50.0,0.793,9.0,334.0,89.0,0.746,0.674,0
Supplier_D,South,Rain,Road,Pharma,50.0,0.555,3.2,412.0,888.0,0.535,0.677,1
Supplier_D,South,Clear,Road,Automotive,516.0,0.457,1.0,548.0,346.0,0.01,0.3,0
Supplier_E,East,Flood,Air,Electronics,1153.0,0.968,7.2,242.0,631.0,0.616,0.396,1
Supplier_A,East,Heatwave,Road,Automotive,1017.0,0.792,3.3,203.0,517.0,0.223,0.163,0
Supplier_D,East,Heatwave,Road,Automotive,296.0,0.811,7.9,687.0,487.0,0.615,0.221,1
Supplier_A,West,Rain,Road,Textile,589.0,0.593,8.9,288.0,455.0,0.205,0.305,1
Supplier_B,West,Clear,Air,Electronics,169.0,0.645,9.3,484.0,282.0,0.448,0.494,0
Supplier_E,South,Storm,Rail,Pharma,209.0,0.939,11.2,384.0,615.0,0.222,0.23,0
Supplier_B,West,Flood,Sea,Textile,239.0,1.0,9.7,392.0,437.0,0.277,0.491,1
Supplier_D,South,Rain,Air,Food,491.0,0.687,11.2,677.0,212.0,0.474,0.466,0
Supplier_C,East,Rain,Sea,Food,503.0,,10.1,405.0,272.0,0.086,0.25,0
Supplier_B,North,Storm,Sea,Electronics,616.0,0.809,10.4,356.0,216.0,0.824,0.836,1
Supplier_B,South,Rain,Road,Automotive,722.0,0.762,5.9,371.0,385.0,0.145,0.209,0
Supplier_C,Central,Storm,Air,Pharma,462.0,1.0,2.1,329.0,607.0,0.133,0.746,0
Supplier_D,East,Clear,Road,Textile,559.0,0.712,13.4,299.0,344.0,0.475,0.01,0
Supplier_D,West,Rain,Sea,Pharma,266.0,0.966,6.2,330.0,715.0,0.608,0.469,0
Supplier_E,North,Rain,Road,Electronics,200.0,0.837,9.7,719.0,474.0,0.285,0.237,0
Supplier_E,West,Clear,Air,Food,160.0,0.777,4.3,548.0,436.0,0.136,0.356,0
Supplier_D,South,Flood,Sea,Food,719.0,0.986,8.9,358.0,504.0,0.166,0.898,1
Supplier_D,West,Rain,Road,Food,462.0,0.824,1.0,597.0,807.0,0.144,0.424,0
Supplier_B,Central,Clear,Sea,Textile,64.0,0.766,4.8,134.0,198.0,0.412,0.257,0
Supplier_C,East,Storm,Road,Pharma,534.0,0.987,5.7,668.0,864.0,0.336,0.607,1
Supplier_A,North,Storm,Road,Pharma,225.0,0.967,7.4,653.0,711.0,0.435,0.422,1
Supplier_B,East,Storm,Rail,Automotive,982.0,0.96,9.2,823.0,495.0,0.423,0.533,0
Supplier_E,North,Clear,Road,Electronics,400.0,0.2,2.7,602.0,760.0,0.515,0.299,1
Supplier_C,East,Flood,Rail,Textile,727.0,0.846,8.0,499.0,429.0,0.268,0.31,1
Supplier_A,North,Clear,Sea,Pharma,833.0,0.812,9.7,652.0,563.0,0.202,0.327,0
Supplier_D,West,Rain,Road,Pharma,302.0,0.775,13.0,307.0,381.0,0.381,0.676,1
Supplier_E,South,Clear,Rail,Electronics,570.0,0.871,8.1,349.0,713.0,0.339,0.45,0
Supplier_E,South,Rain,Sea,Pharma,694.0,0.819,4.6,408.0,344.0,0.401,0.269,0
Supplier_B,North,Storm,Air,Food,580.0,0.882,2.2,666.0,489.0,0.208,0.536,0
Supplier_C,Central,Rain,Road,Automotive,644.0,0.74,11.5,266.0,649.0,0.478,0.517,0
Supplier_C,Central,Rain,Sea,Textile,204.0,1.0,8.2,247.0,731.0,0.114,0.626,0
Supplier_B,Central,Storm,Road,Automotive,694.0,0.897,5.9,463.0,319.0,0.262,0.394,1
Supplier_B,North,Rain,Rail,Pharma,424.0,0.861,1.1,549.0,666.0,0.576,0.483,0
Supplier_B,South,Clear,Rail,Textile,641.0,0.854,3.2,293.0,284.0,0.124,0.593,0
Supplier_E,Central,Heatwave,Air,Electronics,789.0,0.954,7.9,541.0,27.0,0.56,0.278,0
Supplier_D,East,Storm,Road,Pharma,724.0,0.933,7.1,666.0,335.0,0.068,0.695,1
Supplier_E,North,Heatwave,Road,Pharma,641.0,0.763,1.0,636.0,684.0,0.033,0.504,0
Supplier_E,North,Heatwave,Air,Food,717.0,0.929,7.9,484.0,497.0,0.051,0.258,0
Supplier_E,South,Heatwave,Road,Pharma,729.0,0.806,1.3,404.0,382.0,0.373,0.256,0
Supplier_A,Central,Storm,Rail,Textile,939.0,1.0,10.1,732.0,512.0,0.496,0.478,1
Supplier_E,North,Rain,Air,Pharma,541.0,0.945,6.6,423.0,505.0,0.609,0.379,0
Supplier_A,Central,Clear,Air,Pharma,593.0,0.686,4.6,589.0,637.0,0.593,0.666,0
Supplier_C,West,Rain,Road,Automotive,792.0,1.0,9.0,772.0,145.0,0.523,0.437,0
Supplier_C,Central,Storm,Road,Food,422.0,0.465,7.1,570.0,477.0,0.184,0.567,1
Supplier_B,Central,Rain,Sea,Food,203.0,0.876,10.0,241.0,527.0,0.182,0.313,0
Supplier_A,South,Flood,Road,Textile,678.0,0.676,6.2,197.0,200.0,0.508,0.495,1
Supplier_A,Central,Clear,Road,Food,496.0,1.0,6.4,366.0,197.0,0.634,0.789,0
Supplier_E,North,Clear,Road,Electronics,236.0,0.818,5.1,548.0,420.0,0.144,0.467,0
Supplier_B,South,Rain,Road,Automotive,680.0,0.661,6.8,500.0,502.0,0.609,0.378,1
Supplier_B,South,Clear,Sea,Automotive,922.0,0.74,11.1,817.0,503.0,0.01,0.31,0
Supplier_E,North,Clear,Road,Pharma,126.0,0.673,4.5,498.0,378.0,0.428,0.496,0
Supplier_A,North,Clear,Road,Textile,816.0,0.734,7.9,361.0,369.0,0.329,0.81,0
Supplier_E,North,Flood,Rail,Pharma,50.0,0.731,3.4,216.0,413.0,0.309,0.2,1
Supplier_E,North,Rain,Road,Electronics,446.0,0.667,1.0,632.0,566.0,0.356,0.489,0
Supplier_C,South,Clear,Road,Electronics,1029.0,0.821,6.6,419.0,774.0,0.179,0.123,0
Supplier_A,North,Clear,Sea,Automotive,465.0,0.839,7.1,149.0,20.0,0.439,0.41,0
Supplier_A,North,Clear,Air,Pharma,573.0,0.631,5.7,424.0,637.0,0.362,,0
Supplier_B,Central,Clear,Road,Food,748.0,0.531,1.5,241.0,476.0,0.537,0.152,0
Supplier_C,North,Storm,Road,Automotive,104.0,0.827,6.9,343.0,616.0,0.668,0.402,1
Supplier_A,North,Storm,Road,Textile,569.0,0.86,6.8,421.0,761.0,0.375,0.564,1
Supplier_C,North,Clear,Road,Food,567.0,0.89,3.3,257.0,334.0,0.186,0.529,0
Supplier_A,North,Rain,Rail,Textile,1034.0,0.863,1.9,332.0,708.0,0.122,0.575,0
Supplier_C,East,Clear,Rail,Pharma,229.0,1.0,5.2,286.0,224.0,0.69,0.286,0
Supplier_A,Central,Clear,Air,Textile,451.0,0.93,8.0,291.0,528.0,0.664,0.564,0
Supplier_D,West,Flood,Sea,Pharma,309.0,1.0,7.2,239.0,447.0,0.527,0.368,1
Supplier_A,East,Rain,Road,Electronics,281.0,1.0,3.4,333.0,510.0,0.362,0.657,0
Supplier_A,North,Flood,Sea,Automotive,843.0,0.516,6.4,259.0,282.0,0.513,0.01,1
